timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_percent,process_count,network_io,load_average
2026-04-14T16:11:50.307887,15.1,83.8,13.148818969726562,15.698810577392578,68.2,389,"{'bytes_sent': 122221809, 'bytes_recv': 7543092, 'packets_sent': 62351, 'packets_recv': 33590, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.91, 0.33, 0.12)"
2026-04-14T16:11:51.441587,18.4,83.7,13.14727783203125,15.698810577392578,68.2,389,"{'bytes_sent': 122222061, 'bytes_recv': 7543523, 'packets_sent': 62355, 'packets_recv': 33595, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.91, 0.33, 0.12)"
2026-04-14T16:11:52.583693,98.6,84.6,13.288566589355469,15.698810577392578,68.2,395,"{'bytes_sent': 122222187, 'bytes_recv': 7543656, 'packets_sent': 62357, 'packets_recv': 33597, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.91, 0.33, 0.12)"
2026-04-14T16:11:53.720610,16.5,84.0,13.179855346679688,15.698810577392578,68.2,394,"{'bytes_sent': 122223604, 'bytes_recv': 7544143, 'packets_sent': 62365, 'packets_recv': 33603, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.32, 0.42, 0.15)"
2026-04-14T16:11:54.845081,9.5,83.9,13.176017761230469,15.698810577392578,68.2,394,"{'bytes_sent': 122223604, 'bytes_recv': 7544253, 'packets_sent': 62365, 'packets_recv': 33604, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.32, 0.42, 0.15)"
2026-04-14T16:11:55.972425,9.6,83.8,13.149795532226562,15.698810577392578,68.2,388,"{'bytes_sent': 122223604, 'bytes_recv': 7544253, 'packets_sent': 62365, 'packets_recv': 33604, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.32, 0.42, 0.15)"
2026-04-14T16:11:57.119818,23.3,83.7,13.139728546142578,15.698810577392578,68.2,388,"{'bytes_sent': 122223675, 'bytes_recv': 7544320, 'packets_sent': 62366, 'packets_recv': 33605, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.32, 0.42, 0.15)"
2026-04-14T16:11:58.260301,12.1,83.7,13.138874053955078,15.698810577392578,68.2,388,"{'bytes_sent': 122236947, 'bytes_recv': 7553623, 'packets_sent': 62382, 'packets_recv': 33619, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.21, 0.41, 0.15)"
2026-04-14T16:11:59.403686,26.2,83.6,13.124706268310547,15.698810577392578,68.2,388,"{'bytes_sent': 122237133, 'bytes_recv': 7553773, 'packets_sent': 62385, 'packets_recv': 33622, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.21, 0.41, 0.15)"
2026-04-14T16:12:00.540370,23.8,83.5,13.106815338134766,15.698810577392578,68.2,388,"{'bytes_sent': 122237133, 'bytes_recv': 7554553, 'packets_sent': 62385, 'packets_recv': 33628, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.21, 0.41, 0.15)"
2026-04-14T16:12:01.708250,18.2,83.4,13.088794708251953,15.698810577392578,68.2,388,"{'bytes_sent': 122237133, 'bytes_recv': 7554595, 'packets_sent': 62385, 'packets_recv': 33629, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.21, 0.41, 0.15)"
2026-04-14T16:12:02.839009,30.4,83.6,13.125198364257812,15.698810577392578,68.2,394,"{'bytes_sent': 122237259, 'bytes_recv': 7554704, 'packets_sent': 62387, 'packets_recv': 33631, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.21, 0.41, 0.15)"
2026-04-14T16:12:03.983942,21.3,83.6,13.121826171875,15.698810577392578,68.2,394,"{'bytes_sent': 122237314, 'bytes_recv': 7554878, 'packets_sent': 62388, 'packets_recv': 33634, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(1.67, 0.52, 0.19)"
